Type,ID,Timestamp,Date,Customer Name,PM Name,User,UserID,Text Preview,Has Thread,Reply Count,Is Bot
"Thread Reply","1755773446.409729","1755773446.409729","2025-08-21","Brunswick*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","<@U0213T59LMN> - Last meeting notes of Brunswick","false","0","false"
"Engagement","1753268464.031949","1753268464.031949","* 2025-07-21","Medtronics*","Shraddha Singh","","","* We are currently in discussion with the customer _*Medtronics*_, who is looking to integrate *AEM with Workday*. We had recommended using *custom authentication* for this purpose. After implementing the custom authentication and providing the required details, the customer was successfully able to","true","16","false"
"Thread Reply","1753268490.378549","1753268490.378549","2025-07-23","Medtronics*","Shraddha Singh","U06NF880220","U06NF880220","Adding <@W4RU4N66R>, <@U0213T59LMN>","false","0","false"
"Thread Reply","1753268899.407169","1753268899.407169","2025-07-23","Medtronics*","Shraddha Singh","U0213T59LMN","U0213T59LMN","<@W4XTCQ07J>: Can you ask someone from your team to guide customer on creating a custom component","false","0","false"
"Thread Reply","1753268910.683819","1753268910.683819","2025-07-23","Medtronics*","Shraddha Singh","U0213T59LMN","U0213T59LMN","We have a meeting today","false","0","false"
"Thread Reply","1753273519.823569","1753273519.823569","2025-07-23","Medtronics*","Shraddha Singh","W4R5M9P4H","W4R5M9P4H","This is foundation component and not core component","false","0","false"
"Thread Reply","1753273558.433679","1753273558.433679","2025-07-23","Medtronics*","Shraddha Singh","W4R5M9P4H","W4R5M9P4H","Documentation: <https://experienceleague.adobe.com/en/docs/experience-manager-65/content/forms/customize-aem-forms/custom-appearance-widget-adaptive-form>","false","0","false"
"Thread Reply","1753273867.856599","1753273867.856599","2025-07-23","Medtronics*","Shraddha Singh","U06NF880220","U06NF880220","<@W4R5M9P4H> The customer as stated on the mail is flexible to use foundation or core-components forms, they are just willing to achieve the use-case.","false","0","false"
"Thread Reply","1753274042.907419","1753274042.907419","2025-07-23","Medtronics*","Shraddha Singh","W4R5M9P4H","W4R5M9P4H","That would depend on their current implementation. If the form is already built using foundation components and they simply want to enable the auto-complete functionality, the documentation I shared should be sufficient for that use case. In such cases, there’s no need to migrate to core components.  However, any new forms they develop should ideally be based on core components.","false","0","false"
"Thread Reply","1753274910.363439","1753274910.363439","2025-07-23","Medtronics*","Shraddha Singh","U06NF880220","U06NF880220","Will the above <https://experienceleague.adobe.com/en/docs/experience-manager-65/content/forms/customize-aem-forms/custom-appearance-widget-adaptive-form|documentation> work for Cloud as well? as it states it applies to 6.5","false","0","false"
"Thread Reply","1753275280.558509","1753275280.558509","2025-07-23","Medtronics*","Shraddha Singh","W4R5M9P4H","W4R5M9P4H","Yes, the process is the same","false","0","false"
"Thread Reply","1753284268.644519","1753284268.644519","2025-07-23","Medtronics*","Shraddha Singh","W4RU4N66R","W4RU4N66R","<@U06NF880220> please loop in <@W4XTCQ07J> and <@W4R5M9P4H> into email","false","0","false"
"Thread Reply","1753287768.192869","1753287768.192869","2025-07-23","Medtronics*","Shraddha Singh","W4RT1B152","W4RT1B152","IIRC Medtronics has EDS license also.. so should be better to move it to UE-Xwalk based forms rather than CC based, whenever required.","false","0","false"
"Thread Reply","1753288038.829319","1753288038.829319","2025-07-23","Medtronics*","Shraddha Singh","W4RU4N66R","W4RU4N66R","If page just have form then we can recommended UE but form is embed in site page then CC recommended option","false","0","false"
"Thread Reply","1753288072.205609","1753288072.205609","2025-07-23","Medtronics*","Shraddha Singh","W4RT1B152","W4RT1B152","Is there any reason for this recommendation?","false","0","false"
"Thread Reply","1753288180.759709","1753288180.759709","2025-07-23","Medtronics*","Shraddha Singh","W4RU4N66R","W4RU4N66R","Yes • Need additional efforts for embedding Adaptive form block in AEM client library which not yet tested.  • Customer have to maintain 2 different technologies for any kind of customisation be it theme or custom components i.e. for sites they have to work with CC and block for forms and same for theme (BEM vs non BEM)","false","0","false"
"Thread Reply","1753288289.081069","1753288289.081069","2025-07-23","Medtronics*","Shraddha Singh","W4RT1B152","W4RT1B152","Oh you mean site page is using CC and is not being migrated to EDS? If yes, then makes sense.","false","0","false"
"Thread Reply","1753327666.770159","1753327666.770159","2025-07-24","Medtronics*","Shraddha Singh","W4R5M9P4H","W4R5M9P4H","They’ve already built their form using foundation components, including a table. <@W4XTCQ07J> – could someone assist with creating a sample custom component for them? Let’s discuss in scrum today.","false","0","false"
"Engagement","1753263610.334209","1753263610.334209","* 2025-07-22","LPL financial*","Yash Bhavsar","","","* • *Double sign field issue* - Andy tested and said the issue of double sign field is not coming now. Adobe team to verify if the fix is done in the stage environment as well. • *BindRefs for table fields -* Andy tested this as well and this also is fixed after the changes in the VSTS repo in adobe","true","13","false"
"Thread Reply","1753284617.632669","1753284617.632669","2025-07-23","LPL financial*","Yash Bhavsar","W4RU4N66R","W4RU4N66R","<@U0208FN960H> did they shared XDPs? can you attach to this thread","false","0","false"
"Thread Reply","1753284716.907059","1753284716.907059","2025-07-23","LPL financial*","Yash Bhavsar","W4RU4N66R","W4RU4N66R","<@W9QMZFR39> - They are asking for *JSON input support for the Output API*. I believe a VIP was initiated for this feature have we made any decision on it yet?","false","0","false"
"Thread Reply","1753336644.818149","1753336644.818149","2025-07-24","LPL financial*","Yash Bhavsar","U0208FN960H","U0208FN960H","<@W4RU4N66R>","false","0","false"
"Thread Reply","1753414383.676339","1753414383.676339","2025-07-25","LPL financial*","Yash Bhavsar","W9QMZFR39","W9QMZFR39","&gt; They are asking for *JSON input support for the Output API*. I believe a VIP was initiated for this feature have we made any decision on it yet? <@W4RU4N66R>, no decision was made to support JSON in Output Service yet. Is this a hard requirement for them? Can you please share more details? cc: <@W4R5WN6LR>, <@U038XFD63GS>","false","0","false"
"Thread Reply","1753421002.542699","1753421002.542699","2025-07-25","LPL financial*","Yash Bhavsar","W4RU4N66R","W4RU4N66R","<@W9QMZFR39> We discussed this yesterday and aligned on supporting JSON in the Output Service.  Key points: • Customers use a mix of XDP and Adaptive Forms. • For Adaptive Forms and IC, JSON has already been adopted as the input format:     ◦ Driven by technical considerations and simplification.     ◦ Aligned with the direction customers are moving toward. • Output Service is currently the only one that does not support JSON. Other services such as: *DoR API, Submission API and Rendition API* a","false","0","false"
"Thread Reply","1753423706.860899","1753423706.860899","2025-07-25","LPL financial*","Yash Bhavsar","W9QMZFR39","W9QMZFR39","Thanks for the context <@W4RU4N66R>. DoR is tightly bound with AF structure. Output is independent of that and needs to be thought through. Are there any timelines attached to JSON Support in Output Service for LPL? If yes, please share. We need to review the feasibility and corresponding effort. cc: <@W4R5WN6LR>","false","0","false"
"Thread Reply","1753427588.042209","1753427588.042209","2025-07-25","LPL financial*","Yash Bhavsar","W4R5WN6LR","W4R5WN6LR","Is this solely about adding support for JSON data in Output APIs? i.e. XDP template and JSON data? Or are there additional expectations?","false","0","false"
"Thread Reply","1753427919.726619","1753427919.726619","2025-07-25","LPL financial*","Yash Bhavsar","W4RU4N66R","W4RU4N66R","&gt; Are there any timelines attached to JSON Support in Output Service for LPL? I told we will do feasibility and confirm the timeline","false","0","false"
"Thread Reply","1753427951.770889","1753427951.770889","2025-07-25","LPL financial*","Yash Bhavsar","W4RU4N66R","W4RU4N66R","&gt; Is this solely about adding support for JSON data in Output APIs? i.e. XDP template and JSON data? Instead of XML supporting JSON and template can be XDP or acroform","false","0","false"
"Thread Reply","1753427997.809569","1753427997.809569","2025-07-25","LPL financial*","Yash Bhavsar","W4RU4N66R","W4RU4N66R","• No schema validation needed for JSON input, similar to how XML input is currently handled. ","false","0","false"
"Thread Reply","1753428088.329349","1753428088.329349","2025-07-25","LPL financial*","Yash Bhavsar","W4R5WN6LR","W4R5WN6LR","So basically, just a JSON -&gt; XML transformer insertion at a suitable point in the execution path?","false","0","false"
"Thread Reply","1753430044.627849","1753430044.627849","2025-07-25","LPL financial*","Yash Bhavsar","W9QMZFR39","W9QMZFR39","<@W4RU4N66R> , when you say JSON, do you mean data in JSON format only? The case which Aditya described. Please confirm.","false","0","false"
"Thread Reply","1753432677.473259","1753432677.473259","2025-07-25","LPL financial*","Yash Bhavsar","W4RU4N66R","W4RU4N66R","Yes, data in json format","false","0","false"
"Engagement","1753244811.341089","1753244811.341089","* 2025-07-22","ClarkCounty*","Deep Dewanji","","","* *Introduction to Adobe Forms Team and Demo Agenda:* Deep introduced themselves as an engineer in the Adobe Forms team and outlined the agenda for the demo, which included understanding the authoring of forms using Clark County forms and demonstrating the authoring experience with generative AI fea","false","0","false"
"Engagement","1753186886.780639","1753186886.780639","* 2025-07-21","IRS Meeting*","Pankaj .","","","* *Meeting notes (AI generated)*  *Custom File Attachment Component Demo*: Shivam and Pankaj demonstrated the custom file attachment component, explaining its functionality and how it uploads files directly to Amazon S3. They showed the codebase and the process of uploading files, validating them, a","false","0","false"
"Engagement","1753167461.480999","1753167461.480999","* 2025-07-21","Carpenter*","Devendra Gurjar","","","* 1. The customer has not started creating forms yet; they were attempting to enable the Forms Core Component on their development environment. 2. Their pipeline was failing because they had removed most of the content from the `artifact` project. 3.  We reverted the corrupt commit and re-ran the pi","true","5","false"
"Thread Reply","1753282550.030849","1753282550.030849","2025-07-23","Carpenter*","Devendra Gurjar","W4XTCQ07J","W4XTCQ07J","<@WAM5KDYBZ> There are documentation improvements which are required for simpler cases. For Carpenter their developer was not an expert - and content was not easy for him. He performed some steps - which were not needed. With CC part of FAR we need to update the docs to ensure new users are not thinking of updating archetype to enable CC.","false","0","false"
"Thread Reply","1753285176.836429","1753285176.836429","2025-07-23","Carpenter*","Devendra Gurjar","WAM5KDYBZ","WAM5KDYBZ","<@W4XTCQ07J>, is there recording of this meeting. It would help me understand the context better.","false","0","false"
"Thread Reply","1756321630.565199","1756321630.565199","2025-08-27","Carpenter*","Devendra Gurjar","W4XTCQ07J","W4XTCQ07J","<@WAM5KDYBZ> this is the issue I was discussing with you today, could you help make the required changes to doc.","false","0","false"
"Thread Reply","1756322158.358039","1756322158.358039","2025-08-27","Carpenter*","Devendra Gurjar","WAM5KDYBZ","WAM5KDYBZ","<@W4XTCQ07J>, Our documentation already mentions the below considerations:  *Considerations* • When you create a fresh AEM Forms as a Cloud Service program, <https://experienceleague.adobe.com/en/docs/experience-manager-cloud-service/content/forms/setup-configure-migrate/enable-adaptive-forms-core-components#are-adaptive-forms-core-components-enabled-for-my-environment|Adaptive Forms Core Components and Headless Adaptive Forms are already enabled for your environment>. • If your existing Cloud S","false","0","false"
